Date,LSTM,FHS,GARCH,HS
2022-03-28,2.2384014173202122,2.466034900370939,2.865167752253151,2.0167257946723
2022-03-29,1.9038347956441366,2.1735211281705342,2.5595854393000432,1.7977604026638883
2022-03-30,1.0985235520536154,1.4790530522662613,1.8542705436977014,1.164337093281283
2022-03-31,1.7993719001237893,2.086195110350633,2.4575775205457346,1.7930625873570876
2022-04-01,2.469147818524867,2.724739493803387,3.0858792949984672,2.489251302732347
2022-04-04,1.7703765871025752,2.080054368010074,2.4280661459534256,1.9184493184127929
2022-04-05,2.3293398984064075,2.5964437082538083,2.9344327586608716,2.4912455207040214
2022-04-06,1.3730106193404013,1.5426768125774384,1.9609435085820213,1.457756944122684
2022-04-07,1.8786785338498435,1.9846979939254459,2.3953511905550697,1.9314694376612096
2022-04-08,1.0140978893831478,1.1008744938054484,1.499080743856047,1.0994565505626017
2022-04-11,1.712332289726377,1.9306601018741112,2.328963837215962,1.9288363745565722
2022-04-12,0.8270707147709261,1.0346083584656756,1.4212713176821816,1.0812395468392806
2022-04-13,2.196394915325852,2.304069532653057,2.691654888105371,2.3468612320305136
2022-04-14,1.456394988322443,1.6071668537598003,1.9811416324293245,1.7066127953816421
2022-04-15,2.1983333922132817,2.416638228345482,2.782582473273917,2.5495113943370256
2022-04-18,2.1622059977754917,2.3624780117263255,2.7154108428988812,2.5495113943370256
2022-04-19,1.8096717176579415,2.015491218907181,2.355971540971857,2.254358368654061
2022-04-20,0.526665839109233,0.7509215693279792,1.0802428776515804,1.0362382911822414
2022-04-21,1.3782298797644195,1.7154252331004813,2.0521494279582875,1.9699273220622664
2022-04-22,0.5120476541623232,0.7945671360174189,1.122374617385934,1.0861851866396133
2022-04-25,0.19583695493895698,0.3451171815330163,0.6787747341987729,0.6123842173738276
2022-04-26,1.1862661006973532,1.312936903692215,1.5936753444795597,1.4363477826688142
2022-04-27,2.12301060347443,2.0966997008133172,2.4449690403786093,2.2373376055917467
2022-04-28,0.03123361783265275,0.031155257311975538,0.013442637786991441,0.021183550968931843
2022-04-29,2.1049972545335627,2.4532443211693935,2.8405790222659077,2.4312720374984287
2022-05-02,2.249948469470438,2.4478365939077733,2.821275913047093,2.4837040585475934
2022-05-03,0.8723559838512279,1.062866086733691,1.422973580128727,1.1542274879884264
2022-05-04,1.9070378204735103,2.215841040575752,2.5766500257505434,2.304282471144675
2022-05-05,0.5054987622986862,0.7516609583458215,1.099893825466635,0.8924506802542442
2022-05-06,1.5207970845617997,1.6785672678572612,2.0337190602419706,1.7905568533550655
2022-05-09,0.5959954382144987,0.7081842084565901,1.0543709436010222,0.8574909872468696
2022-05-10,2.21572578512079,2.2692027200724327,2.623340861413564,2.385411644154534
2022-05-11,0.9924398722406648,1.0706053771806714,1.4123309472911574,1.2384818263500161
2022-05-12,1.444750586899189,1.6372377211767293,1.9794551357519647,1.8030668599420272
2022-05-13,0.3087707882106771,0.4086050371272408,0.7424144690386333,0.6094325374040281
2022-05-16,1.9259676366198237,2.211757551915831,2.56198789666026,2.344232741459308
2022-05-17,1.2372233093625207,1.4493710983600556,1.7874423244463884,1.6324588126280613
2022-05-18,1.7782104846275673,2.0406652845293456,2.3729167165446503,2.2479779841432603
2022-05-19,1.1196791753249742,1.3134599933015938,1.6345714545751506,1.5671429982354426
2022-05-20,1.9548315613992673,2.078553844948035,2.3955336287673594,2.3494350229720737
2022-05-23,0.12650564580195992,0.23888606545540764,0.5451603203148906,0.5543291779752761
2022-05-24,0.8650758812036223,1.1462474907083482,1.4741339571216936,1.3717294290362707
2022-05-25,1.5301202192287553,1.7694310038765013,2.0963500272286537,1.9989399393274103
2022-05-26,0.8087382677314683,0.980458242804704,1.2981123768690725,1.2485324272126763
2022-05-27,1.3068249112961234,1.5063549397908236,1.8262407931551154,1.7651395571321595
2022-05-30,1.994014464280312,2.1615490840189495,2.4749573987681943,2.447296558827743
2022-05-31,1.9153830465331243,2.036443788340704,2.3391407606339736,2.3667773964154097
2022-06-01,1.8608249399370467,1.956235455180562,2.2487775518116,2.3288388946453056
2022-06-02,1.9974389231905307,2.071102891927088,2.3540359616781568,2.4837040585475934
2022-06-03,1.9728285945162143,2.032103893327286,2.3056678700701942,2.4837040585475934
2022-06-06,1.2733184218472187,1.3061984577006212,1.5953699776085066,1.6660342888591047
2022-06-07,1.326604211552403,1.3831076992642135,1.668066744517967,1.7586316902166634
2022-06-08,1.6776918328343262,1.6393916158888087,1.918803902260016,2.035572927497808
2022-06-09,0.6539969466695437,0.5661934246546068,0.8376715490157232,0.9919232586086453
2022-06-10,0.004605797628561037,0.007559870307981432,0.1295219951116514,0.22744491631700658
2022-06-13,1.5370998947472319,1.3550117951816252,1.6406765397907406,1.6864697486989515
2022-06-14,0.9441501777553817,0.6836533680684623,0.9649052002678404,1.034118191735559
2022-06-15,0.81099637766107,0.6683107236362114,0.958497005661183,0.9802939478679776
2022-06-16,0.037277857144405326,0.04205449982889096,0.026290508041802108,0.02774924529731695
2022-06-17,2.6155767590687593,2.4768128276264694,2.7707885925598643,2.645507711619107
2022-06-20,0.08629192988238558,0.0034443543706694224,0.21806948736741227,0.16037859932879053
2022-06-21,2.1584836046878797,2.3099489006802587,2.620243470954687,2.389550133009559
2022-06-22,2.4037210276382543,2.392061852975823,2.7567295678084722,2.595076289203876
2022-06-23,0.05974734058798393,0.044465995318703024,0.3961309122401047,0.30348482695180834
2022-06-24,0.9704912215104661,0.9710924410903867,1.2816016421628562,1.1404133155178717
2022-06-27,2.055886526205276,2.2307474481521785,2.5447430586098188,2.3810340282899216
2022-06-28,1.5127472008909386,1.6629061168780113,1.966427012874285,1.870380128447844
2022-06-29,2.258904275622518,2.4798793919508446,2.7771675456450997,2.7213814931975047
2022-06-30,0.5518625259109612,0.758856788432684,1.0455430095920994,1.0582408770232405
2022-07-01,2.198907368082762,2.3642898642179446,2.6577779473171095,2.626538714924488
2022-07-04,1.2956793339815769,1.4761627208950874,1.7592942033318604,1.7949541525411372
2022-07-05,0.04930938410565087,0.03850814396771982,0.020637965243500533,0.02439101786328908
2022-07-06,1.7571701336634853,1.9841993301499314,2.307477446561498,2.0838074240419697
2022-07-07,0.22664679093373286,0.41041556557538234,0.7243675811726561,0.5609401548824685
2022-07-08,1.6364185509455864,2.0669975498033852,2.395801792033861,2.136435375807027
2022-07-11,2.2899205426400937,2.585602215578479,2.904452123265066,2.709386422696389
2022-07-12,2.02110841186927,2.329929745224325,2.6372777822127165,2.516509214620725
2022-07-13,1.287006148954748,1.6360836531588647,1.9327617841576594,1.8809162156985124
2022-07-14,0.008413485784530795,0.14499931495354354,0.4355054805819188,0.4235281512888969
2022-07-15,0.8453994141020927,1.2256357588700177,1.3927228265954559,1.247538450419832
2022-07-18,0.7840061733446206,1.2823236827584121,1.4502751385021364,1.2946937554997617
2022-07-19,0.3867350238896997,0.9158616896105538,1.0841975605480005,0.9239923658905747
2022-07-20,1.6482353084824557,2.2400995945715763,2.412317343806452,2.2054202534896934
2022-07-21,1.9025086307025807,2.3345012417378976,2.5013510504339225,2.3590204664168346
2022-07-22,1.3553518397807494,1.8050709168508365,1.9664287120596116,1.8901570049723133
2022-07-25,0.6807415070854325,1.0597147012117067,1.2175928581091966,1.1831748353762854
2022-07-26,1.2980027980760314,1.8083427632872644,1.9684695391653657,1.9070047429955315
2022-07-27,1.1395379473814258,1.5083318018963074,1.6649594995384438,1.645582214459739
2022-07-28,0.1252742063967497,0.562428315239389,0.7175188987077648,0.7166302856374623
2022-07-29,0.35395166860850774,0.6720414334115461,0.8345409949493181,0.7445359273040238
2022-08-01,0.9038844058872965,1.4106752477313846,1.5796580598684304,1.4116713458858368
2022-08-02,2.0538884310675027,2.562134077725636,2.730461170966021,2.570361555949161
2022-08-03,1.245845757014209,1.6919113740353748,1.8542927729552645,1.7657089854744346
2022-08-04,1.889441214043506,2.3844682746091976,2.5441486067870507,2.4880537117507866
2022-08-05,1.7296979379896649,2.1697468578144803,2.3239429199511927,2.33381376235138
2022-08-08,1.6575664756381576,2.123241244589152,2.2725963452903644,2.3406950992628732
2022-08-09,1.7731637368786815,2.2289005119878507,2.3736229920106644,2.497443699319086
2022-08-10,1.794600825504239,2.2241407967156843,2.3640683831017735,2.5455628906248493
2022-08-11,1.9445817692089613,2.3413634818811717,2.476627963593263,2.714211091161695
2022-08-12,1.2195985831710263,1.591448749737279,1.7220784052768672,2.0154100142412674
2022-08-15,1.6289478438098546,2.012162245969575,2.1405384665010994,2.4609747769037926
2022-08-16,1.8918242098187728,2.1748594453252874,2.299223913767812,2.6679142639931097
2022-08-17,1.5592803122576544,1.8071499774102737,1.9274021540907738,2.3455558525102536
2022-08-18,1.9482351291882658,2.109542094607795,2.22650116726613,2.6842648837276695
2022-08-19,0.959422451678099,1.0643793996305582,1.1775371984230492,1.6810232866637458
2022-08-22,1.9937110521316292,1.9824959229757104,2.0969676809826314,2.5846492432078216
2022-08-23,2.060124177004483,1.982368237384745,2.093251898139845,2.6240917073941823
2022-08-24,1.3771615844648273,1.244999159523078,1.3524130478377359,1.9249878730656627
2022-08-25,2.0972160671471114,1.8780066639628366,1.9851703806508176,2.56075431296421
2022-08-26,1.7161398635992864,1.4733614540429465,1.5773643266530375,2.190967431792636
2022-08-29,2.3173846340879765,2.0212936901449203,2.1235685104414186,2.7579569241708217
2022-08-30,1.6193525710131276,1.3444061643053815,1.443547997098176,2.1156205200181684
2022-08-31,2.2191425328401535,1.9343784260499433,2.0325414089255114,2.7163877059567514
2022-09-01,0.703702724838056,0.45287392822705635,0.5481055869651653,1.2672103517491329
2022-09-02,0.005395781204015249,0.01509252798627061,0.013010967225447602,0.3740364686318027
2022-09-05,1.7789304846622485,1.9899297898977506,2.0377831495126166,2.397984395295249
2022-09-06,1.268900779103361,1.271347244111618,1.3927231652842749,1.7441578637587873
2022-09-07,0.5838445225884259,0.6756065973507627,0.7968310396607458,1.1500877517865464
2022-09-08,1.3637919781862764,1.3844961988499687,1.5112543139235985,1.797951064222623
2022-09-09,0.8069152608334669,0.9359369538882276,1.0617498604796818,1.359815739959108
2022-09-12,0.23926052315514118,0.46340746760358986,0.592179429188474,0.8546532894397485
2022-09-13,1.1715001759849475,1.5564797539742483,1.6938335743886452,1.8530833698112876
2022-09-14,1.5751227248635336,1.8310843180363192,1.9662862441515914,2.1514193920098807
2022-09-15,0.9908701672437178,1.2298910186530099,1.3615530016058586,1.589265190875432
2022-09-16,1.7150077446739773,2.0681658631887014,2.2001345522745903,2.424157627753171
2022-09-19,2.027549407552179,2.3022798477898467,2.43003361283937,2.704754515050013
2022-09-20,1.6966812303833338,1.9660420824389389,2.0894906507200974,2.415995195512851
2022-09-21,0.8403901038254772,1.133062474309651,1.2527659344473998,1.624317280109932
2022-09-22,1.0682932828178824,1.2915732422906974,1.4120646580621374,1.7741383386837886
2022-09-23,0.0238577969894382,0.015658545338619434,0.009342394932963871,0.19039652411051047
2022-09-26,0.5066962848607707,0.7476203361834806,0.8011757177055093,0.9821224863434572
2022-09-27,1.8693794193194633,2.027386775355689,2.083231772646919,2.192199884546504
2022-09-28,0.23405811862356596,0.3304639321442253,0.3847621544983216,0.5423562340161646
2022-09-29,0.47335059782092526,0.5506043105240275,0.570545254492215,0.5906455098214951
2022-09-30,2.040985097380351,2.0330987893906376,2.054237574401624,1.9635417464891514
2022-10-03,2.7379717650477313,2.742700598863266,2.763343989884825,2.718470363524055
2022-10-04,0.13495954143301214,0.09804767691321524,0.11795650398096715,0.14102745963437238
2022-10-05,1.5561820520582135,1.856189865158706,1.8781663363928043,1.709987479271796
2022-10-06,2.146952896998861,2.2540422895641803,2.275641813887931,2.142329220122707
2022-10-07,2.568802554207014,2.674302934639119,2.695270678076648,2.620395594097217
2022-10-10,1.9258602845183683,2.1063298448860377,2.1265546603215415,2.1203978033972186
2022-10-11,0.6618362469743703,0.8825955792224807,0.9022682789338649,0.9471801845105237
2022-10-12,0.1323230639199793,0.3473528656000801,0.36769314588137664,0.3508561968506486
2022-10-13,0.04187906272026152,0.02981842782598141,0.029149610577141383,0.03684516572280235
2022-10-14,2.4269834950153917,3.173337782084844,3.188088754706549,2.7160891468538346
2022-10-17,1.1330502257608634,1.6993356246287568,1.7135434851852214,1.3281316068263724
2022-10-18,2.138355112195486,2.8203531089790994,2.834464335548408,2.464458702190057
2022-10-19,1.3213844199353162,1.9730824063791645,1.986697646560986,1.6957665503027355
2022-10-20,1.6046130688605735,2.2107879674812363,2.224145988748939,1.9742230069882314
2022-10-21,2.1732665040323664,2.824269699029176,2.8625631843664436,2.6278629969015816
2022-10-24,1.3120054926534244,1.9507775426958274,1.9876944888432786,1.8275757191861988
2022-10-25,1.4035778214563983,2.0959717711096775,2.132126031855262,2.0133298478777837
2022-10-26,1.2699268295008137,1.859586322772551,1.8947915065397496,1.827416674878574
2022-10-27,1.4214088595373262,1.9436847233891288,1.9781992090367393,1.948246664671938
2022-10-28,0.04848370867675198,0.019009032396432216,0.017232959960034943,0.016616218191569145
2022-10-31,1.206456527913134,1.7623576571380202,1.7755387721303824,1.5538197535945792
2022-11-01,1.204864027177896,1.8158180419882517,1.8288485278962459,1.6311441303675047
2022-11-02,1.8730639387483945,2.485612265740506,2.4984623048879406,2.329526326054748
2022-11-03,2.118396670034187,2.6192125408436375,2.631640621007561,2.5299770757292883
2022-11-04,0.0036371188267729673,0.42921837503360866,0.44121542190607477,0.40827101662159304
2022-11-07,1.6166427114050488,2.3780135401972755,2.3908686864869595,2.2211184818615033
2022-11-08,1.6531452575372516,2.256178843470222,2.2686353879791823,2.1624338050360947
2022-11-09,1.9174920742289374,2.536051273389699,2.5481497872599292,2.4990286156738564
2022-11-10,1.5884065049037523,2.1549009941115167,2.1665840052808796,2.1837059495621722
2022-11-11,1.3826346153830156,1.9773527166959524,1.988710170113565,2.0577354108734207
2022-11-14,1.490395577493893,2.0593890114909525,2.0920231636952256,2.163947801755015
2022-11-15,1.9857399412595522,2.5306638384112605,2.5624110769209083,2.682389036896712
2022-11-16,1.1270271942715495,1.6231230616697874,1.6537682252526453,1.83345702468616
2022-11-17,0.612373310180305,1.031064016864586,1.0612886713455865,1.2637608141445673
2022-11-18,1.376874039487519,1.9039255095469607,1.9348682132065969,2.098436177908416
2022-11-21,1.984200209763366,2.453652606003317,2.48385998470976,2.687268135556852
2022-11-22,1.8526030772995215,2.2532133349025774,2.2823840472750248,2.541959175099614
2022-11-23,1.919011141711084,2.2989269416889146,2.327140809682541,2.638558130538627
2022-11-24,1.4087679019637809,1.7690670975562692,1.796341607888099,2.158653684784321
2022-11-25,1.9217936424026272,2.29332018345574,2.319999257403448,2.7145723044708325
2022-11-28,1.2640657720571569,1.586338123119103,1.6121378743742436,2.0543529599737504
2022-11-29,0.0073249513849375615,0.1164019991550809,0.14178867051658312,0.6063845821495027
2022-11-30,1.4444123885305638,1.9504977882874353,1.9791975513972782,2.2642888897158193
2022-12-01,0.2988471111279687,0.7071809171750757,0.7351093018420167,1.0619942181157602
2022-12-02,1.8959189931203326,2.2052417173328913,2.2345907787212838,2.4845028889055025
2022-12-05,1.8932257871953146,2.1873173166336586,2.215723957394208,2.5166967762860724
2022-12-06,1.8592688750719957,2.117200577029942,2.1446864433214294,2.4955471737902863
2022-12-07,1.4087020875150027,1.661765212572268,1.688390585430615,2.0858731779813406
2022-12-08,2.0009464245387734,2.1861979521500143,2.2123218690336732,2.6369735373630516
2022-12-09,1.1526499673142798,1.3351165144508048,1.3603965426268676,1.8307704226812065
2022-12-12,1.5614531858428764,1.811496110455059,1.8367685087548462,2.3075557784130196
2022-12-13,1.0918727552949081,1.2639967093614886,1.288622140865155,1.7944623180512849
2022-12-14,1.7082591971277925,1.9463862739897717,1.9711207947150637,2.471050476307204
2022-12-15,0.7758990556417372,0.9429639935310232,0.966970965476829,1.5063195171598631
2022-12-16,1.9474360754142648,2.064687926954875,2.089422373186926,2.589356090851229
2022-12-19,1.884855428594119,2.004358103046511,2.0283257295206574,2.5698060338500377
2022-12-20,1.3366642893314677,1.458448216710546,1.4816921882127607,2.062380394656051
2022-12-21,0.985780246192815,1.1406078314485348,1.1636227264862884,1.756722383059223
2022-12-22,1.7780467913800102,1.9765997638192512,1.9999340662543625,2.575728108334461
2022-12-23,1.9393415934040241,2.0674864439946523,2.0901181408459015,2.703979621173905
2022-12-26,1.9488488352999058,2.060162499456337,2.082102413874636,2.7334449300100943
2022-12-27,1.9237137115701999,2.0251265325599963,2.0464076332162016,2.7334449300100943
2022-12-28,1.2454224210449945,1.3325330010796124,1.3531872758678756,2.0741862370266975
2022-12-29,1.7749371550667201,1.8917093336841801,1.912299872472344,2.6367520744019237
2022-12-30,1.134532570640317,1.2071515711730556,1.2271630574453574,1.9829885453210558
2023-01-02,1.9492207444414462,1.9630073670709227,1.9831203834771614,2.7334449300100943
2023-01-03,0.011491357933210357,0.011659630826429502,0.01063100543595057,0.5791713395304916
2023-01-04,0.3450652113960066,0.6642197576943947,0.6884473024693951,1.215845134221658
2023-01-05,0.0290007961033526,0.009995764714866885,0.008640628173627863,0.2808690348952469
2023-01-06,1.7370283517695018,2.3292133404502673,2.3594270752366366,2.562490851251495
2023-01-09,1.61294522163497,2.0494677621971773,2.078664634778131,2.336822392538014
2023-01-10,1.814707698377601,2.1734065223319763,2.2222329933018212,2.49864012583126
2023-01-11,1.4388044245655014,1.7691030977656532,1.816342226573606,2.142650638668865
2023-01-12,0.49357399800315666,0.843209844639532,0.8893869209411983,1.2490830803678574
2023-01-13,0.5486298167313328,0.9961851287010213,1.0441594593194103,1.3473553302369332
2023-01-16,1.6608281652664214,2.140258531540799,2.189430479837881,2.4549768407555117
2023-01-17,1.728090338126049,2.1248171904300226,2.1724310310691077,2.4869596263794977
2023-01-18,1.8801195514752442,2.2199561242407744,2.266045693062031,2.62849282537208
2023-01-19,0.781749935859457,1.1044983993596746,1.1490783289583808,1.5589839933332579
2023-01-20,1.3794246654816096,1.6316402125490468,1.6768525500314162,2.0668772061650205
2023-01-23,1.565956960434281,1.8336682956941772,1.8780821785033939,2.293207856220231
2023-01-24,1.5470375760896409,1.7853424298390956,1.82860709380982,2.279860767064495
2023-01-25,1.5225945402025582,1.7418978144910515,1.7840932279691428,2.2689609316702706
2023-01-26,0.602577746245069,0.8040324865410856,0.8452329029859978,1.3613803309405497
2023-01-27,1.8670861599750033,2.1703298960128636,2.213397049737234,2.6708598531070686
2023-01-30,1.6397943088235587,1.8643599802883595,1.9060470282356856,2.4068962204157067
2023-01-31,1.4177245642345897,1.5506457031735936,1.6339602078791549,2.1178975004588096
2023-02-01,1.4993209275676502,1.581807441869568,1.6635367045193319,2.1717072453207242
2023-02-02,1.662202998435606,1.7601967583529434,1.8403136074595663,2.373132761060583
2023-02-03,1.8912684012554908,1.9276727884456655,2.005617757324843,2.571637968434453
2023-02-06,1.2396890402002916,1.2601193843346787,1.3357526243322113,1.9371117287076076
2023-02-07,1.0028985429244872,0.9674988690515011,1.0429082364156765,1.6476896327207897
2023-02-08,1.4544196853957898,1.4989183554590393,1.576242427469417,2.151754153068374
2023-02-09,0.15338508651649632,0.1695583703863076,0.24561084176342882,0.8405612478288358
2023-02-10,0.4577623917698123,0.6032050324050635,0.7517520253988,1.1220728750923843
2023-02-13,2.0868031043298902,2.091036177792149,2.24741809084897,2.5481278658259088
2023-02-14,2.0319446910926504,2.0258345234669033,2.1771496898272877,2.4798056955842775
2023-02-15,0.47429497312305685,0.437855568495928,0.6212717626098456,0.9178064241585363
2023-02-16,0.8554425661831702,0.8216672651859805,0.9782049419411543,1.1855627251234653
2023-02-17,0.5315496790382702,0.621468642420485,0.7828519236785456,0.8847087608578239
2023-02-20,1.8691693803067893,1.8077030684536355,2.0193260994565896,1.9648439189379117
2023-02-21,2.131118662740605,2.0894386740206095,2.295008619547368,2.2175007597720007
2023-02-22,2.154341262312372,2.1027385733259245,2.3015185418333375,2.2721958873245724
2023-02-23,1.9787493835570498,1.9486971708243581,2.140981270721811,2.157756675376425
2023-02-24,1.8795396803412099,1.8641776475435956,2.050386955490646,2.1102722405245378
2023-02-27,1.2387064305007478,1.218263211599144,1.3987387563944027,1.4993138042407466
2023-02-28,1.30967232467483,1.3467117531465096,1.5264367412622646,1.6323381293249393
2023-03-01,1.8571374027920498,1.896326970536696,2.073847936757748,2.195390209481115
2023-03-02,0.9448331593681649,0.9464202720312599,1.1184985699490904,1.2786648451751956
2023-03-03,1.820026076161346,1.7632183390979606,1.9380205227965754,2.0788566890847706
2023-03-06,1.9244518866431264,1.8720959323132276,2.041872064223641,2.2183757057337723
2023-03-07,1.4896216782948084,1.417258800883404,1.581912190190717,1.7947694751896381
2023-03-08,1.585375310729776,1.4701125599361105,1.6317937783917345,1.8657431322103295
2023-03-09,1.0416504932524147,0.9402345133255352,1.0987381351126997,1.3552373660940522
2023-03-10,0.03958039919702844,0.04820327581707976,0.039715701110746016,0.02724671560454366
2023-03-13,0.09708531371990388,0.09974873724038531,0.09071042304843785,0.09483938058774893
2023-03-14,1.238038248922511,1.4086888560696786,1.5830473751032013,0.97682902315158
2023-03-15,0.11927388440285239,0.10729126799628995,0.09813935904807705,0.12974025235640282
2023-03-16,1.8081291295925725,2.10055218016125,2.2454323988101224,1.1817962572313694
2023-03-17,1.3972285184057431,1.6740483793119523,1.8161114604987585,0.8042327026813504
2023-03-20,2.4257951929615302,2.483563238034201,2.624566835563128,1.6321532628877722
2023-03-21,0.14114971168610005,0.09847989183367539,0.23533575037019627,0.035835483470116516
2023-03-22,3.0408466038819335,3.321696100764969,3.468698398419215,2.366074717562753
2023-03-23,1.6975578180125814,1.8209344650401773,1.962464370203108,0.9603812991250417
2023-03-24,0.38891792122808544,0.4227178570573083,0.5624795800922603,0.021427255921582677
2023-03-27,2.627369392161711,2.6371281759270957,2.784095194393363,1.7310173520099361
2023-03-28,3.092550593360721,3.1994494659607904,3.341911168334571,2.371606487397789
2023-03-29,1.644296603627222,1.7887976438869333,1.9259950805728794,1.0524072347553544
2023-03-30,2.0620398548182854,2.383591359681224,2.519208269628922,1.6746583852307806
2023-03-31,2.6042712187301422,2.9891532404069294,3.120965811259271,2.3463105064363385
2023-04-03,1.8277956437409124,2.258645689673479,2.385639077071395,1.6995234089632831
2023-04-04,1.8200169161554771,2.3845161386104925,2.5080716659397075,1.8851175031857093
2023-04-05,2.1321329967312996,2.6682119337296237,2.787964360462508,2.2348820231688804
2023-04-06,1.214780764206305,1.802400832922804,1.9179626315077256,1.4418719043771773
2023-04-07,2.207484690020975,2.867883626899994,2.9815410319956577,2.5404384536449878
2023-04-10,2.1837644971117345,2.796376721431111,2.9059179890443247,2.5404384536449878
2023-04-11,1.8237833361180438,2.4201504566922596,2.525749609314439,2.2326959179393064
2023-04-12,1.8204843074942256,2.410658319967304,2.5126915270306007,2.285152570114973
2023-04-13,1.8920716245820877,2.449795138633905,2.5483568739989333,2.384596946443176
2023-04-14,0.174861421076817,0.6680166843089275,0.7631515608182903,0.6623510206821985
2023-04-17,1.0164537029662182,1.6454839761365434,1.7451041022817348,1.5618990682957818
2023-04-18,1.7516693565218933,2.1990342748000318,2.297154777471377,2.1415013232995164
2023-04-19,1.9347087174608235,2.3517292484673527,2.4467669321893646,2.347752050176633
2023-04-20,1.8101464759521444,2.183889280684398,2.275701199552126,2.235951139272507
2023-04-21,1.7365837147621264,2.048157536049084,2.1369928108929424,2.1519306418287503
2023-04-24,2.0969247313349366,2.344987185409805,2.4311203709308002,2.49570188305862
2023-04-25,0.8102485745258071,1.0498883441639926,1.133099487673687,1.2513657247331478
2023-04-26,1.1308330094196264,1.3006937279036566,1.3852528929206358,1.478752831774718
